id,roll_no,mentor,trigger,playbook,approved_by_mentor,created_at,followup_at,status,outcome
IV00437,23MEC0120,Dr. K. Fernandes,low_submission,Assignment catch-up plan,1,2025-08-11,2025-09-01,closed,improved
IV00438,21MET0115,Dr. S. Rao,chronic_low_attendance,Weekly attendance contract,1,2025-11-03,2025-11-24,closed,improved
IV00439,23BIO0119,Prof. A. Bose,assessment_decline,Subject remedial slot,1,2025-08-18,2025-09-08,closed,improved
IV00440,22MEC20042,Prof. M. Iyer,chronic_low_attendance,Weekly attendance contract,1,2025-11-03,2025-11-24,closed,improved
IV00441,22CIV20016,Dr. S. Rao,low_submission,Assignment catch-up plan,1,2025-10-13,2025-11-03,closed,worsened
IV00442,21CIV0089,Dr. S. Rao,fee_pressure,Scholarship / instalment referral,1,2025-09-01,2025-09-22,closed,improved
IV00443,22AER0009,Dr. S. Rao,backlog_burden,Backlog clearing plan + peer mentor,1,2025-11-03,2025-11-24,closed,improved
IV00444,23IT0056,Prof. M. Iyer,backlog_burden,Backlog clearing plan + peer mentor,1,2025-08-04,2025-08-25,closed,unchanged
IV00445,22CSE20100,Dr. S. Rao,fee_pressure,Scholarship / instalment referral,1,2025-10-13,2025-11-03,closed,worsened
IV00446,21EEE0049,Prof. M. Iyer,chronic_low_attendance,Weekly attendance contract,1,2025-10-13,2025-11-03,closed,improved
IV00447,23AER0025,Prof. A. Bose,backlog_burden,Backlog clearing plan + peer mentor,1,2025-08-18,2025-09-08,closed,worsened
IV00448,22MEC0089,Prof. M. Iyer,chronic_low_attendance,Weekly attendance contract,1,2025-09-15,2025-10-06,closed,unchanged
IV00449,23MEC20115,Dr. K. Fernandes,assessment_decline,Subject remedial slot,1,2025-08-18,2025-09-08,closed,improved
IV00450,22IT0006,Dr. K. Fernandes,sudden_disengagement,15-minute check-in call,1,2025-08-04,2025-08-25,closed,unreachable
IV00451,23ECE0103,Dr. K. Fernandes,assessment_decline,Subject remedial slot,1,2025-09-22,2025-10-13,closed,unchanged
IV00452,21ECE20068,Prof. A. Bose,chronic_low_attendance,Weekly attendance contract,1,2025-11-17,2025-12-08,closed,unreachable
IV00453,23CIV0094,Dr. K. Fernandes,fee_pressure,Scholarship / instalment referral,1,2025-08-25,2025-09-15,closed,improved
IV00454,21AER0100,Prof. A. Bose,assessment_decline,Subject remedial slot,1,2025-10-20,2025-11-10,closed,unchanged
IV00455,22MEC20065,Dr. K. Fernandes,sudden_disengagement,15-minute check-in call,1,2025-08-18,2025-09-08,closed,improved
IV00456,21ECE0081,Prof. A. Bose,sudden_disengagement,15-minute check-in call,1,2025-09-29,2025-10-20,closed,improved
IV00457,22CSE0109,Dr. K. Fernandes,backlog_burden,Backlog clearing plan + peer mentor,1,2025-11-10,2025-12-01,closed,improved
IV00458,22EEE0034,Prof. M. Iyer,backlog_burden,Backlog clearing plan + peer mentor,1,2025-08-25,2025-09-15,closed,worsened
IV00459,21AER0080,Prof. A. Bose,sudden_disengagement,15-minute check-in call,1,2025-08-25,2025-09-15,closed,unreachable
IV00460,21CIV0093,Dr. K. Fernandes,fee_pressure,Scholarship / instalment referral,1,2025-08-18,2025-09-08,closed,unchanged
IV00461,21BIO0066,Dr. K. Fernandes,low_submission,Assignment catch-up plan,1,2025-08-11,2025-09-01,closed,improved
IV00462,21EEE0061,Dr. K. Fernandes,chronic_low_attendance,Weekly attendance contract,1,2025-11-17,2025-12-08,closed,unchanged
IV00463,23BIO0095,Dr. K. Fernandes,backlog_burden,Backlog clearing plan + peer mentor,1,2025-08-04,2025-08-25,closed,unchanged
IV00464,23EEE0118,Dr. S. Rao,low_submission,Assignment catch-up plan,1,2025-09-01,2025-09-22,closed,improved
IV00465,21IT0083,Prof. A. Bose,fee_pressure,Scholarship / instalment referral,1,2025-10-13,2025-11-03,closed,improved
IV00466,22MEC20041,Dr. K. Fernandes,sudden_disengagement,15-minute check-in call,1,2025-08-18,2025-09-08,closed,improved
IV00467,21CSE0087,Prof. A. Bose,backlog_burden,Backlog clearing plan + peer mentor,1,2025-09-08,2025-09-29,closed,unchanged
IV00468,22CSE20111,Dr. S. Rao,backlog_burden,Backlog clearing plan + peer mentor,1,2025-08-18,2025-09-08,closed,unchanged
IV00469,22AER0039,Prof. A. Bose,backlog_burden,Backlog clearing plan + peer mentor,1,2025-10-27,2025-11-17,closed,unchanged
IV00470,23CIV0037,Prof. A. Bose,low_submission,Assignment catch-up plan,1,2025-11-03,2025-11-24,closed,improved
IV00471,23BIO0049,Dr. S. Rao,sudden_disengagement,15-minute check-in call,1,2025-10-27,2025-11-17,closed,unchanged
IV00472,21BIO0058,Prof. M. Iyer,backlog_burden,Backlog clearing plan + peer mentor,1,2025-10-27,2025-11-17,closed,improved
IV00473,22EEE0048,Prof. A. Bose,sudden_disengagement,15-minute check-in call,1,2025-10-27,2025-11-17,closed,improved
IV00474,22CIV0011,Dr. K. Fernandes,sudden_disengagement,15-minute check-in call,1,2025-10-13,2025-11-03,closed,unreachable
IV00475,21IT0087,Prof. M. Iyer,fee_pressure,Scholarship / instalment referral,1,2025-09-01,2025-09-22,closed,improved
IV00476,22MEC20004,Prof. A. Bose,backlog_burden,Backlog clearing plan + peer mentor,1,2025-10-20,2025-11-10,closed,unreachable
IV00477,22ECE20046,Prof. M. Iyer,backlog_burden,Backlog clearing plan + peer mentor,1,2025-09-22,2025-10-13,closed,worsened
IV00478,21ECE0082,Prof. M. Iyer,assessment_decline,Subject remedial slot,1,2025-08-18,2025-09-08,closed,improved
IV00479,21CHE0094,Prof. M. Iyer,low_submission,Assignment catch-up plan,1,2025-10-20,2025-11-10,closed,improved
IV00480,22CHE0032,Prof. M. Iyer,low_submission,Assignment catch-up plan,1,2025-09-15,2025-10-06,closed,worsened
IV00481,22IT0028,Dr. S. Rao,fee_pressure,Scholarship / instalment referral,1,2025-08-25,2025-09-15,closed,improved
IV00482,23MEC0070,Prof. A. Bose,assessment_decline,Subject remedial slot,1,2025-09-29,2025-10-20,closed,worsened
IV00483,22MEC20008,Dr. K. Fernandes,assessment_decline,Subject remedial slot,1,2025-09-08,2025-09-29,closed,improved
IV00484,21MEC0068,Dr. S. Rao,chronic_low_attendance,Weekly attendance contract,1,2025-10-13,2025-11-03,closed,improved
IV00485,21CIV0028,Prof. A. Bose,fee_pressure,Scholarship / instalment referral,1,2025-08-04,2025-08-25,closed,improved
IV00486,22MEC20098,Dr. K. Fernandes,chronic_low_attendance,Weekly attendance contract,1,2025-11-17,2025-12-08,closed,improved
IV00487,21AER0006,Dr. S. Rao,chronic_low_attendance,Weekly attendance contract,1,2025-09-01,2025-09-22,closed,improved
IV00488,21CIV0040,Dr. S. Rao,sudden_disengagement,15-minute check-in call,1,2025-08-18,2025-09-08,closed,improved
IV00489,23IT0074,Dr. K. Fernandes,low_submission,Assignment catch-up plan,1,2025-09-08,2025-09-29,closed,unchanged
IV00490,21CIV0018,Dr. S. Rao,assessment_decline,Subject remedial slot,1,2025-10-20,2025-11-10,closed,improved
IV00491,22MEC20001,Dr. S. Rao,chronic_low_attendance,Weekly attendance contract,1,2025-08-25,2025-09-15,closed,improved
IV00492,21IT0091,Prof. M. Iyer,sudden_disengagement,15-minute check-in call,1,2025-11-17,2025-12-08,closed,unchanged
IV00493,23CSE0005,Prof. A. Bose,low_submission,Assignment catch-up plan,1,2025-08-25,2025-09-15,closed,improved
IV00494,23EEE0101,Prof. M. Iyer,low_submission,Assignment catch-up plan,1,2025-09-08,2025-09-29,closed,improved
IV00495,22CHE0059,Prof. M. Iyer,low_submission,Assignment catch-up plan,1,2025-09-08,2025-09-29,closed,unreachable
IV00496,23BIO0015,Dr. K. Fernandes,low_submission,Assignment catch-up plan,1,2025-11-10,2025-12-01,closed,unreachable
IV00497,22CHE0007,Dr. S. Rao,backlog_burden,Backlog clearing plan + peer mentor,1,2025-10-06,2025-10-27,closed,improved
IV00498,22MEC20091,Prof. M. Iyer,backlog_burden,Backlog clearing plan + peer mentor,1,2025-09-01,2025-09-22,closed,unreachable
IV00499,22AER0113,Prof. A. Bose,chronic_low_attendance,Weekly attendance contract,1,2025-11-10,2025-12-01,closed,improved
IV00500,22CIV20021,Dr. S. Rao,fee_pressure,Scholarship / instalment referral,1,2025-10-13,2025-11-03,closed,unreachable
IV00501,22MEC0075,Dr. S. Rao,sudden_disengagement,15-minute check-in call,1,2025-10-13,2025-11-03,closed,unreachable
IV00502,23AER0013,Dr. S. Rao,low_submission,Assignment catch-up plan,1,2025-10-20,2025-11-10,closed,unreachable
IV00503,21BIO0090,Dr. K. Fernandes,sudden_disengagement,15-minute check-in call,1,2025-09-15,2025-10-06,closed,improved
IV00504,22CIV0019,Dr. S. Rao,backlog_burden,Backlog clearing plan + peer mentor,1,2025-10-13,2025-11-03,closed,unchanged
IV00505,21CIV20052,Prof. M. Iyer,fee_pressure,Scholarship / instalment referral,1,2025-09-08,2025-09-29,closed,improved
IV00506,21ECE20034,Prof. A. Bose,low_submission,Assignment catch-up plan,1,2025-11-10,2025-12-01,closed,improved
IV00507,21CSE0115,Dr. K. Fernandes,backlog_burden,Backlog clearing plan + peer mentor,1,2025-11-10,2025-12-01,closed,unchanged
IV00508,22ECE20036,Dr. K. Fernandes,chronic_low_attendance,Weekly attendance contract,1,2025-09-01,2025-09-22,closed,unchanged
IV00509,21CSE20042,Dr. S. Rao,chronic_low_attendance,Weekly attendance contract,1,2025-08-25,2025-09-15,closed,worsened
IV00510,23MEC20119,Dr. K. Fernandes,chronic_low_attendance,Weekly attendance contract,1,2025-11-24,2025-12-15,closed,improved
IV00511,21MET0058,Prof. A. Bose,low_submission,Assignment catch-up plan,1,2025-11-24,2025-12-15,closed,unchanged
IV00512,21CHE0100,Prof. A. Bose,low_submission,Assignment catch-up plan,1,2025-10-20,2025-11-10,closed,improved
IV00513,21CSE0094,Prof. M. Iyer,assessment_decline,Subject remedial slot,1,2025-08-18,2025-09-08,closed,improved
IV00514,23ECE0098,Prof. A. Bose,sudden_disengagement,15-minute check-in call,1,2025-11-24,2025-12-15,closed,improved
IV00515,23MEC0058,Dr. S. Rao,low_submission,Assignment catch-up plan,1,2025-10-20,2025-11-10,closed,improved
IV00516,23BIO0054,Dr. S. Rao,assessment_decline,Subject remedial slot,1,2025-08-25,2025-09-15,closed,improved
IV00517,22MET0100,Dr. S. Rao,assessment_decline,Subject remedial slot,1,2025-10-06,2025-10-27,closed,improved
IV00518,22AER0007,Prof. M. Iyer,backlog_burden,Backlog clearing plan + peer mentor,1,2025-11-17,2025-12-08,closed,worsened
IV00519,21BIO0055,Prof. M. Iyer,chronic_low_attendance,Weekly attendance contract,1,2025-10-06,2025-10-27,closed,unreachable
IV00520,21MEC20113,Prof. M. Iyer,backlog_burden,Backlog clearing plan + peer mentor,1,2025-08-11,2025-09-01,closed,unchanged
IV00521,22ECE0104,Dr. S. Rao,sudden_disengagement,15-minute check-in call,1,2025-11-17,2025-12-08,closed,improved
IV00522,23ECE20082,Dr. S. Rao,backlog_burden,Backlog clearing plan + peer mentor,1,2025-09-22,2025-10-13,closed,unreachable
IV00523,23CIV20006,Prof. A. Bose,low_submission,Assignment catch-up plan,1,2025-08-18,2025-09-08,closed,improved
IV00524,21EEE0038,Prof. M. Iyer,backlog_burden,Backlog clearing plan + peer mentor,1,2025-09-15,2025-10-06,closed,improved
IV00525,21MET0025,Dr. S. Rao,backlog_burden,Backlog clearing plan + peer mentor,1,2025-08-11,2025-09-01,closed,improved
IV00526,23CSE0103,Dr. K. Fernandes,low_submission,Assignment catch-up plan,1,2025-11-10,2025-12-01,closed,improved
IV00527,21CHE0008,Prof. M. Iyer,chronic_low_attendance,Weekly attendance contract,1,2025-11-10,2025-12-01,closed,unreachable
IV00528,23CSE20057,Prof. M. Iyer,backlog_burden,Backlog clearing plan + peer mentor,1,2025-09-29,2025-10-20,closed,unchanged
IV00529,22ECE0082,Dr. K. Fernandes,fee_pressure,Scholarship / instalment referral,1,2025-09-15,2025-10-06,closed,improved
IV00530,23CHE0119,Prof. A. Bose,fee_pressure,Scholarship / instalment referral,1,2025-10-13,2025-11-03,closed,improved
IV00531,21EEE0020,Prof. A. Bose,low_submission,Assignment catch-up plan,1,2025-09-08,2025-09-29,closed,worsened
IV00532,23CSE0014,Dr. S. Rao,chronic_low_attendance,Weekly attendance contract,1,2025-11-24,2025-12-15,closed,unchanged
IV00533,23CIV0062,Dr. K. Fernandes,chronic_low_attendance,Weekly attendance contract,1,2025-11-10,2025-12-01,closed,unreachable
IV00534,21CSE20056,Dr. K. Fernandes,backlog_burden,Backlog clearing plan + peer mentor,1,2025-09-01,2025-09-22,closed,improved
IV00535,22CSE20015,Prof. M. Iyer,fee_pressure,Scholarship / instalment referral,1,2025-08-04,2025-08-25,closed,improved
IV00536,22BIO0063,Dr. K. Fernandes,sudden_disengagement,15-minute check-in call,1,2025-09-15,2025-10-06,closed,improved
IV00537,21MET0098,Dr. S. Rao,chronic_low_attendance,Weekly attendance contract,1,2025-09-22,2025-10-13,closed,worsened
IV00538,23IT0038,Dr. S. Rao,assessment_decline,Subject remedial slot,1,2025-11-17,2025-12-08,closed,improved
IV00539,22MEC0105,Prof. M. Iyer,chronic_low_attendance,Weekly attendance contract,1,2025-10-13,2025-11-03,closed,improved
IV00540,23CIV0046,Dr. K. Fernandes,sudden_disengagement,15-minute check-in call,1,2025-08-25,2025-09-15,closed,improved
IV00541,22EEE0029,Dr. K. Fernandes,fee_pressure,Scholarship / instalment referral,1,2025-08-04,2025-08-25,closed,unreachable
IV00542,23ECE0018,Prof. M. Iyer,backlog_burden,Backlog clearing plan + peer mentor,1,2025-08-25,2025-09-15,closed,worsened
IV00543,22CSE20017,Prof. A. Bose,chronic_low_attendance,Weekly attendance contract,1,2025-11-17,2025-12-08,closed,unchanged
IV00544,22CSE20077,Dr. S. Rao,fee_pressure,Scholarship / instalment referral,1,2025-08-25,2025-09-15,closed,improved
IV00545,23EEE0071,Dr. K. Fernandes,low_submission,Assignment catch-up plan,1,2025-08-11,2025-09-01,closed,unchanged
IV00546,21IT0085,Dr. S. Rao,assessment_decline,Subject remedial slot,1,2025-08-18,2025-09-08,closed,unreachable
IV00547,22CSE0077,Dr. K. Fernandes,low_submission,Assignment catch-up plan,1,2025-08-04,2025-08-25,closed,worsened
IV00548,23CSE20108,Prof. M. Iyer,assessment_decline,Subject remedial slot,1,2025-11-03,2025-11-24,closed,improved
IV00549,21AER0084,Dr. S. Rao,chronic_low_attendance,Weekly attendance contract,1,2025-11-17,2025-12-08,closed,improved
IV00550,21EEE0089,Prof. A. Bose,chronic_low_attendance,Weekly attendance contract,1,2025-11-10,2025-12-01,closed,improved
IV00551,23CIV20032,Dr. S. Rao,backlog_burden,Backlog clearing plan + peer mentor,1,2025-10-27,2025-11-17,closed,improved
IV00552,23CIV20035,Prof. A. Bose,sudden_disengagement,15-minute check-in call,1,2025-08-11,2025-09-01,closed,improved
IV00553,22MEC20089,Dr. K. Fernandes,chronic_low_attendance,Weekly attendance contract,1,2025-09-15,2025-10-06,closed,improved
IV00554,23AER0019,Prof. A. Bose,fee_pressure,Scholarship / instalment referral,1,2025-08-04,2025-08-25,closed,unchanged
IV00555,21AER0068,Prof. A. Bose,sudden_disengagement,15-minute check-in call,1,2025-10-06,2025-10-27,closed,improved
IV00556,22CIV0088,Dr. S. Rao,low_submission,Assignment catch-up plan,1,2025-08-11,2025-09-01,closed,unreachable
IV00557,21CSE20051,Dr. K. Fernandes,low_submission,Assignment catch-up plan,1,2025-10-06,2025-10-27,closed,improved
IV00558,21AER0120,Prof. M. Iyer,backlog_burden,Backlog clearing plan + peer mentor,1,2025-10-06,2025-10-27,closed,improved
IV00559,23CIV0011,Dr. K. Fernandes,low_submission,Assignment catch-up plan,1,2025-09-29,2025-10-20,closed,improved
IV00560,21CIV0069,Prof. M. Iyer,assessment_decline,Subject remedial slot,1,2025-10-13,2025-11-03,closed,improved
IV00561,21CIV0060,Dr. K. Fernandes,backlog_burden,Backlog clearing plan + peer mentor,1,2025-08-11,2025-09-01,closed,improved
IV00562,23CSE0068,Dr. K. Fernandes,assessment_decline,Subject remedial slot,1,2025-11-24,2025-12-15,closed,improved
IV00563,22MET0091,Prof. M. Iyer,low_submission,Assignment catch-up plan,1,2025-10-20,2025-11-10,closed,unreachable
IV00564,21BIO0060,Prof. M. Iyer,backlog_burden,Backlog clearing plan + peer mentor,1,2025-11-17,2025-12-08,closed,improved
IV00565,21CIV20034,Dr. K. Fernandes,chronic_low_attendance,Weekly attendance contract,1,2025-09-29,2025-10-20,closed,improved
IV00566,23CIV0042,Prof. M. Iyer,backlog_burden,Backlog clearing plan + peer mentor,1,2025-08-25,2025-09-15,closed,improved
IV00567,21BIO0046,Prof. M. Iyer,sudden_disengagement,15-minute check-in call,1,2025-09-22,2025-10-13,closed,unchanged
IV00568,21CHE0077,Prof. M. Iyer,chronic_low_attendance,Weekly attendance contract,1,2025-10-20,2025-11-10,closed,unchanged
IV00569,21CHE0082,Prof. A. Bose,low_submission,Assignment catch-up plan,1,2025-11-03,2025-11-24,closed,unreachable
IV00570,23BIO0097,Dr. K. Fernandes,sudden_disengagement,15-minute check-in call,1,2025-11-17,2025-12-08,closed,unchanged
IV00571,23BIO0047,Prof. M. Iyer,sudden_disengagement,15-minute check-in call,1,2025-09-15,2025-10-06,closed,improved
IV00572,23BIO0110,Dr. S. Rao,fee_pressure,Scholarship / instalment referral,1,2025-10-27,2025-11-17,closed,improved
IV00573,22MEC20075,Dr. K. Fernandes,low_submission,Assignment catch-up plan,1,2025-09-29,2025-10-20,closed,unreachable
IV00574,22EEE0026,Prof. A. Bose,chronic_low_attendance,Weekly attendance contract,1,2025-08-18,2025-09-08,closed,improved
IV00575,21AER0119,Prof. A. Bose,chronic_low_attendance,Weekly attendance contract,1,2025-08-25,2025-09-15,closed,improved
IV00576,23CSE20094,Dr. K. Fernandes,backlog_burden,Backlog clearing plan + peer mentor,1,2025-09-22,2025-10-13,closed,improved
IV00577,22BIO0062,Prof. A. Bose,backlog_burden,Backlog clearing plan + peer mentor,1,2025-08-25,2025-09-15,closed,improved
IV00578,21BIO0032,Dr. K. Fernandes,low_submission,Assignment catch-up plan,1,2025-09-29,2025-10-20,closed,unreachable
IV00579,21EEE0024,Prof. A. Bose,chronic_low_attendance,Weekly attendance contract,1,2025-08-04,2025-08-25,closed,worsened
IV00580,22CIV20067,Prof. A. Bose,chronic_low_attendance,Weekly attendance contract,1,2025-09-29,2025-10-20,closed,improved
IV00581,22ECE0012,Dr. S. Rao,backlog_burden,Backlog clearing plan + peer mentor,1,2025-10-13,2025-11-03,closed,improved
IV00582,21ECE0023,Prof. M. Iyer,assessment_decline,Subject remedial slot,1,2025-10-20,2025-11-10,closed,unchanged
IV00583,23EEE0066,Dr. K. Fernandes,sudden_disengagement,15-minute check-in call,1,2025-08-04,2025-08-25,closed,improved
IV00584,23ECE0013,Prof. A. Bose,chronic_low_attendance,Weekly attendance contract,1,2025-11-24,2025-12-15,closed,unreachable
IV00585,23CSE20033,Prof. M. Iyer,sudden_disengagement,15-minute check-in call,1,2025-08-25,2025-09-15,closed,improved
IV00586,22ECE20001,Prof. A. Bose,backlog_burden,Backlog clearing plan + peer mentor,1,2025-09-01,2025-09-22,closed,improved
IV00587,22CSE20084,Dr. S. Rao,fee_pressure,Scholarship / instalment referral,1,2025-11-17,2025-12-08,closed,unchanged
IV00588,22CIV20088,Dr. S. Rao,low_submission,Assignment catch-up plan,1,2025-08-25,2025-09-15,closed,improved
IV00589,22BIO0040,Dr. S. Rao,fee_pressure,Scholarship / instalment referral,1,2025-11-17,2025-12-08,closed,improved
IV00590,21AER0014,Dr. S. Rao,assessment_decline,Subject remedial slot,1,2025-10-20,2025-11-10,closed,improved
IV00591,21MEC20007,Dr. S. Rao,assessment_decline,Subject remedial slot,1,2025-09-08,2025-09-29,closed,improved
IV00592,21CSE0027,Prof. M. Iyer,chronic_low_attendance,Weekly attendance contract,1,2025-11-17,2025-12-08,closed,improved
IV00593,21BIO0028,Dr. K. Fernandes,low_submission,Assignment catch-up plan,1,2025-10-27,2025-11-17,closed,improved
IV00594,22MEC0092,Dr. S. Rao,fee_pressure,Scholarship / instalment referral,1,2025-09-01,2025-09-22,closed,unchanged
IV00595,22IT0094,Prof. M. Iyer,sudden_disengagement,15-minute check-in call,1,2025-09-29,2025-10-20,closed,unchanged
IV00596,23BIO0083,Prof. M. Iyer,low_submission,Assignment catch-up plan,1,2025-08-18,2025-09-08,closed,worsened
IV00597,21MET0083,Prof. A. Bose,low_submission,Assignment catch-up plan,1,2025-09-08,2025-09-29,closed,improved
IV00598,23BIO0069,Dr. K. Fernandes,fee_pressure,Scholarship / instalment referral,1,2025-09-15,2025-10-06,closed,improved
IV00599,22IT0083,Dr. S. Rao,backlog_burden,Backlog clearing plan + peer mentor,1,2025-10-13,2025-11-03,closed,improved
IV00600,22CIV0073,Dr. K. Fernandes,backlog_burden,Backlog clearing plan + peer mentor,1,2025-08-11,2025-09-01,closed,improved
IV00601,22ECE0117,Dr. K. Fernandes,low_submission,Assignment catch-up plan,1,2025-08-18,2025-09-08,closed,improved
IV00602,22CSE20045,Dr. S. Rao,assessment_decline,Subject remedial slot,1,2025-09-22,2025-10-13,closed,improved
IV00603,21BIO0010,Dr. K. Fernandes,low_submission,Assignment catch-up plan,1,2025-08-11,2025-09-01,closed,improved
IV00604,21AER0102,Prof. A. Bose,assessment_decline,Subject remedial slot,1,2025-09-15,2025-10-06,closed,unreachable
IV00605,22EEE0054,Prof. M. Iyer,backlog_burden,Backlog clearing plan + peer mentor,1,2025-08-11,2025-09-01,closed,unchanged
IV00606,21CHE0113,Prof. M. Iyer,sudden_disengagement,15-minute check-in call,1,2025-08-25,2025-09-15,closed,improved
IV00607,23CIV0066,Dr. S. Rao,low_submission,Assignment catch-up plan,1,2025-09-29,2025-10-20,closed,improved
IV00608,21CIV0081,Dr. K. Fernandes,fee_pressure,Scholarship / instalment referral,1,2025-10-06,2025-10-27,closed,improved
IV00609,21CHE0025,Prof. M. Iyer,sudden_disengagement,15-minute check-in call,1,2025-11-03,2025-11-24,closed,improved
IV00610,22ECE20117,Prof. A. Bose,chronic_low_attendance,Weekly attendance contract,1,2025-09-01,2025-09-22,closed,unchanged
IV00611,21CSE20106,Prof. M. Iyer,sudden_disengagement,15-minute check-in call,1,2025-08-18,2025-09-08,closed,unreachable
IV00612,22IT0087,Dr. K. Fernandes,chronic_low_attendance,Weekly attendance contract,1,2025-10-20,2025-11-10,closed,improved
IV00613,22CHE0055,Prof. M. Iyer,backlog_burden,Backlog clearing plan + peer mentor,1,2025-09-08,2025-09-29,closed,improved
IV00614,22CIV0058,Dr. K. Fernandes,fee_pressure,Scholarship / instalment referral,1,2025-10-06,2025-10-27,closed,improved
IV00615,21ECE20045,Dr. S. Rao,sudden_disengagement,15-minute check-in call,1,2025-09-29,2025-10-20,closed,improved
IV00616,21ECE20104,Prof. M. Iyer,backlog_burden,Backlog clearing plan + peer mentor,1,2025-08-25,2025-09-15,closed,unchanged
IV00617,23CIV0087,Prof. M. Iyer,sudden_disengagement,15-minute check-in call,1,2025-10-13,2025-11-03,closed,improved
IV00618,21ECE0093,Dr. S. Rao,fee_pressure,Scholarship / instalment referral,1,2025-08-18,2025-09-08,closed,improved
IV00619,23MET0053,Prof. A. Bose,low_submission,Assignment catch-up plan,1,2025-09-15,2025-10-06,closed,improved
IV00620,21CHE0092,Dr. K. Fernandes,assessment_decline,Subject remedial slot,1,2025-09-01,2025-09-22,closed,unreachable
IV00621,23ECE20090,Prof. A. Bose,sudden_disengagement,15-minute check-in call,1,2025-10-06,2025-10-27,closed,unchanged
IV00622,23CIV0010,Prof. M. Iyer,sudden_disengagement,15-minute check-in call,1,2025-11-24,2025-12-15,closed,improved
IV00623,21AER0086,Prof. M. Iyer,low_submission,Assignment catch-up plan,1,2025-09-29,2025-10-20,closed,unchanged
IV00624,22MET0102,Prof. A. Bose,sudden_disengagement,15-minute check-in call,1,2025-09-15,2025-10-06,closed,improved
IV00625,21ECE20059,Dr. S. Rao,assessment_decline,Subject remedial slot,1,2025-09-15,2025-10-06,closed,worsened
IV00626,23CIV20066,Prof. A. Bose,chronic_low_attendance,Weekly attendance contract,1,2025-09-15,2025-10-06,closed,improved
IV00627,21CHE0067,Prof. A. Bose,low_submission,Assignment catch-up plan,1,2025-10-20,2025-11-10,closed,improved
IV00628,23ECE20020,Dr. S. Rao,sudden_disengagement,15-minute check-in call,1,2025-11-24,2025-12-15,closed,improved
IV00629,23EEE0114,Dr. K. Fernandes,chronic_low_attendance,Weekly attendance contract,1,2025-10-06,2025-10-27,closed,improved
IV00630,21ECE20071,Dr. K. Fernandes,fee_pressure,Scholarship / instalment referral,1,2025-11-17,2025-12-08,closed,improved
IV00631,23MET0068,Dr. K. Fernandes,backlog_burden,Backlog clearing plan + peer mentor,1,2025-11-24,2025-12-15,closed,improved
IV00632,21EEE0030,Dr. S. Rao,fee_pressure,Scholarship / instalment referral,1,2025-10-13,2025-11-03,closed,worsened
IV00633,22BIO0039,Dr. K. Fernandes,backlog_burden,Backlog clearing plan + peer mentor,1,2025-08-04,2025-08-25,closed,unchanged
IV00634,23MEC0030,Prof. A. Bose,backlog_burden,Backlog clearing plan + peer mentor,1,2025-10-20,2025-11-10,closed,improved
IV00635,21EEE0077,Prof. M. Iyer,sudden_disengagement,15-minute check-in call,1,2025-10-20,2025-11-10,closed,improved
IV00636,23CIV0019,Prof. A. Bose,backlog_burden,Backlog clearing plan + peer mentor,1,2025-11-17,2025-12-08,closed,improved
IV00637,22CIV0074,Prof. A. Bose,assessment_decline,Subject remedial slot,1,2025-10-06,2025-10-27,closed,unchanged
IV00638,21IT0058,Dr. K. Fernandes,backlog_burden,Backlog clearing plan + peer mentor,1,2025-11-24,2025-12-15,closed,improved
IV00639,22CSE20071,Dr. K. Fernandes,low_submission,Assignment catch-up plan,1,2025-09-08,2025-09-29,closed,improved
IV00640,22ECE20113,Prof. M. Iyer,assessment_decline,Subject remedial slot,1,2025-10-06,2025-10-27,closed,improved
IV00641,23CSE20063,Prof. A. Bose,chronic_low_attendance,Weekly attendance contract,1,2025-11-10,2025-12-01,closed,improved
IV00642,23CHE0079,Prof. A. Bose,fee_pressure,Scholarship / instalment referral,1,2025-09-29,2025-10-20,closed,improved
IV00643,21CIV0106,Prof. M. Iyer,fee_pressure,Scholarship / instalment referral,1,2025-11-03,2025-11-24,closed,improved
IV00644,23ECE20076,Prof. A. Bose,fee_pressure,Scholarship / instalment referral,1,2025-11-10,2025-12-01,closed,improved
IV00645,21MET0059,Prof. M. Iyer,backlog_burden,Backlog clearing plan + peer mentor,1,2025-08-11,2025-09-01,closed,improved
IV00646,23CIV20104,Prof. M. Iyer,low_submission,Assignment catch-up plan,1,2025-08-25,2025-09-15,closed,improved
IV00647,22CIV20070,Prof. M. Iyer,backlog_burden,Backlog clearing plan + peer mentor,1,2025-09-08,2025-09-29,closed,improved
IV00648,22CHE0044,Dr. K. Fernandes,backlog_burden,Backlog clearing plan + peer mentor,1,2025-11-17,2025-12-08,closed,improved
IV00649,22ECE0074,Prof. A. Bose,assessment_decline,Subject remedial slot,1,2025-09-22,2025-10-13,closed,improved
IV00650,21CIV20070,Dr. K. Fernandes,backlog_burden,Backlog clearing plan + peer mentor,1,2025-09-22,2025-10-13,closed,unreachable
IV00651,23MEC0046,Prof. M. Iyer,chronic_low_attendance,Weekly attendance contract,1,2025-11-03,2025-11-24,closed,unchanged
IV00652,22ECE0079,Dr. S. Rao,backlog_burden,Backlog clearing plan + peer mentor,1,2025-08-18,2025-09-08,closed,improved
IV00653,23AER0064,Dr. K. Fernandes,backlog_burden,Backlog clearing plan + peer mentor,1,2025-10-27,2025-11-17,closed,worsened
